32,1,2,4,1,2,4,4
0,25,5,6,6,0,3,5
1,7,27,0,1,2,2,10
3,2,2,31,8,1,2,1
3,4,1,8,24,4,4,2
2,1,5,1,3,30,4,4
6,0,1,2,6,9,23,3
3,7,6,1,2,4,7,20
