44,0,0,1,3,0,1,1
0,32,4,4,4,3,0,3
1,4,32,0,0,2,0,11
2,1,1,38,7,0,0,1
0,2,3,11,27,3,4,0
1,0,2,2,2,38,0,5
2,1,2,1,3,6,34,1
1,4,7,1,0,4,0,33
